event_id,timestamp,event_type,source,severity,raw_log,advanced_metadata,user,action,object,process_id,parent_process,additional_info,description,behavioral_analytics,device_type,device_id,firmware_version,src_ip,dst_ip,alert_type,signature_id,category,cloud_service,resource_id,model_id,input_hash,output_hash,src_port,dst_port,protocol,bytes,duration,method,mac_address,advanced_metadata_dict,host_id
3c7c39c0-fe68-44e5-ae53-35292922e028,2022-07-05 16:00:22,ids_alert,CrowdStrike v6.45.0,high,CEF:0|CrowdStrike v6.45.0|SIEM|1.0|100|ids_alert|high| desc=CrowdStrike Alert: XSS detected from 88.153.230.102 targeting 56.172.100.220 No additional info,"{'geo_location': 'Azerbaijan', 'device_hash': 'ec097ba9972f7793452cf38ea70b0235', 'user_agent': 'Opera/8.66.(X11; Linux x86_64; dv-MV) Presto/2.9.168 Version/12.00', 'session_id': 'f5caf93d-2fdc-49b8-9158-1a89351555ea', 'risk_score': 82.42, 'confidence': 0.26}",,,,,,No additional info,CrowdStrike Alert: XSS detected from 88.153.230.102 targeting 56.172.100.220 No additional info,,,,,88.153.230.102,56.172.100.220,XSS,SIG-9861,Exploit,,,,,,,,,,,,,"{'geo_location': 'Azerbaijan', 'device_hash': 'ec097ba9972f7793452cf38ea70b0235', 'user_agent': 'Opera/8.66.(X11; Linux x86_64; dv-MV) Presto/2.9.168 Version/12.00', 'session_id': 'f5caf93d-2fdc-49b8-9158-1a89351555ea', 'risk_score': 82.42, 'confidence': 0.26}",ec097ba9972f7793452cf38ea70b0235
46dd4f5e-53e9-49ca-bde9-7e48900cd24e,2025-02-25 18:17:48,ids_alert,Zeek v5.0.0,emergency,CEF:0|Zeek v5.0.0|SIEM|1.0|100|ids_alert|emergency| desc=Zeek Alert: Cloud API Abuse detected from 10.169.70.161 targeting 191.205.73.183 No additional info noise=VGhlc2Uu,"{'geo_location': 'Cambodia', 'device_hash': '5bb15b0a90505251eabe6d184410417c', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4 rv:4.0; wae-CH) AppleWebKit/533.9.6 (KHTML, like Gecko) Version/5.0.1 Safari/533.9.6', 'session_id': '0da9238a-4016-428f-ab20-3a995ccd10e3', 'risk_score': 63.7, 'confidence': 0.81}",,,,,,No additional info,Zeek Alert: Cloud API Abuse detected from 10.169.70.161 targeting 191.205.73.183 No additional info,,,,,10.169.70.161,191.205.73.183,Cloud API Abuse,SIG-9209,Exploit,,,,,,,,,,,,,"{'geo_location': 'Cambodia', 'device_hash': '5bb15b0a90505251eabe6d184410417c', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4 rv:4.0; wae-CH) AppleWebKit/533.9.6 (KHTML, like Gecko) Version/5.0.1 Safari/533.9.6', 'session_id': '0da9238a-4016-428f-ab20-3a995ccd10e3', 'risk_score': 63.7, 'confidence': 0.81}",5bb15b0a90505251eabe6d184410417c
5355f2ad-ac07-46df-8ff6-b525b4b22c44,2025-04-17 19:40:26,ids_alert,Zeek v5.0.0,medium,CEF:0|Zeek v5.0.0|SIEM|1.0|100|ids_alert|medium| desc=Zeek Alert: SQL Injection detected from 165.65.245.64 targeting 220.57.181.32 No additional info,"{'geo_location': 'Iran', 'device_hash': '7b8d10de1b3b8fe4fd2e200fc274393d', 'user_agent': 'Opera/9.27.(Windows NT 11.0; gv-GB) Presto/2.9.167 Version/10.00', 'session_id': '25a63c01-80fe-403a-993d-6498a391c001', 'risk_score': 53.07, 'confidence': 0.53}",,,,,,No additional info,Zeek Alert: SQL Injection detected from 165.65.245.64 targeting 220.57.181.32 No additional info,,,,,165.65.245.64,220.57.181.32,SQL Injection,SIG-9133,Recon,,,,,,,,,,,,,"{'geo_location': 'Iran', 'device_hash': '7b8d10de1b3b8fe4fd2e200fc274393d', 'user_agent': 'Opera/9.27.(Windows NT 11.0; gv-GB) Presto/2.9.167 Version/10.00', 'session_id': '25a63c01-80fe-403a-993d-6498a391c001', 'risk_score': 53.07, 'confidence': 0.53}",7b8d10de1b3b8fe4fd2e200fc274393d
c2382c04-90c2-4111-93b2-704a36b7bf98,2025-05-25 22:00:54,ids_alert,QRadar v7.5.0,emergency,CEF:0|QRadar v7.5.0|SIEM|1.0|100|ids_alert|emergency| desc=QRadar Alert: Cloud API Abuse detected from 173.224.153.22 targeting 177.99.147.198 No additional info,"{'geo_location': 'Venezuela', 'device_hash': 'ce25a7b3a13482bd4487059741d1b69e518e11dbbe75dcf32176837be7fa3ba4', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_1 rv:5.0; tt-RU) AppleWebKit/531.26.2 (KHTML, like Gecko) Version/4.0.4 Safari/531.26.2', 'session_id': '4faab3a1-b306-4d6e-af54-f117c5de1581', 'risk_score': 38.88, 'confidence': 0.02}",,,,,,No additional info,QRadar Alert: Cloud API Abuse detected from 173.224.153.22 targeting 177.99.147.198 No additional info,,,,,173.224.153.22,177.99.147.198,Cloud API Abuse,SIG-7791,Exploit,,,,,,,,,,,,,"{'geo_location': 'Venezuela', 'device_hash': 'ce25a7b3a13482bd4487059741d1b69e518e11dbbe75dcf32176837be7fa3ba4', 'user_agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_1 rv:5.0; tt-RU) AppleWebKit/531.26.2 (KHTML, like Gecko) Version/4.0.4 Safari/531.26.2', 'session_id': '4faab3a1-b306-4d6e-af54-f117c5de1581', 'risk_score': 38.88, 'confidence': 0.02}",ce25a7b3a13482bd4487059741d1b69e518e11dbbe75dcf32176837be7fa3ba4
4893662f-dcf1-4a28-b17f-6110d7cd738d,2025-03-18 15:58:44,ids_alert,Vectra AI v5.0.0,low,CEF:0|Vectra AI v5.0.0|SIEM|1.0|100|ids_alert|low| desc=Vectra AI Alert: XSS detected from 112.241.229.179 targeting 23.209.96.86 No additional info,"{'geo_location': 'Bolivia', 'device_hash': 'c4af130e502ed403373534e3ef4e19f3fa975bd93d497e63841a9805f86ae4e4', 'user_agent': 'Opera/8.40.(X11; Linux i686; it-CH) Presto/2.9.161 Version/10.00', 'session_id': '58d3fa26-a90f-4769-85c6-422f5ef53f1d', 'risk_score': 29.97, 'confidence': 0.52}",,,,,,No additional info,Vectra AI Alert: XSS detected from 112.241.229.179 targeting 23.209.96.86 No additional info,,,,,112.241.229.179,23.209.96.86,XSS,SIG-4477,Evasion,,,,,,,,,,,,,"{'geo_location': 'Bolivia', 'device_hash': 'c4af130e502ed403373534e3ef4e19f3fa975bd93d497e63841a9805f86ae4e4', 'user_agent': 'Opera/8.40.(X11; Linux i686; it-CH) Presto/2.9.161 Version/10.00', 'session_id': '58d3fa26-a90f-4769-85c6-422f5ef53f1d', 'risk_score': 29.97, 'confidence': 0.52}",c4af130e502ed403373534e3ef4e19f3fa975bd93d497e63841a9805f86ae4e4
45ccef2f-6331-4e01-90de-3809d1bfe49d,2025-03-15 13:18:13,ids_alert,Splunk v9.0.2,emergency,CEF:0|Splunk v9.0.2|SIEM|1.0|100|ids_alert|emergency| desc=Splunk Alert: Credential Stuffing detected from 193.133.128.184 targeting 101.25.10.50 MITRE Technique: T1486,"{'geo_location': 'Burkina Faso', 'device_hash': '07ee790a136702c89e3bcd61ee02946016a1d2e584cc19f83d038124ed33a6b9', 'user_agent': 'Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/5.1)', 'session_id': '3bba70ce-edad-4548-a249-a9601d889d67', 'risk_score': 49.05, 'confidence': 0.95}",,,,,,MITRE Technique: T1486,Splunk Alert: Credential Stuffing detected from 193.133.128.184 targeting 101.25.10.50 MITRE Technique: T1486,,,,,193.133.128.184,101.25.10.50,Credential Stuffing,SIG-9708,Evasion,,,,,,,,,,,,,"{'geo_location': 'Burkina Faso', 'device_hash': '07ee790a136702c89e3bcd61ee02946016a1d2e584cc19f83d038124ed33a6b9', 'user_agent': 'Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/5.1)', 'session_id': '3bba70ce-edad-4548-a249-a9601d889d67', 'risk_score': 49.05, 'confidence': 0.95}",07ee790a136702c89e3bcd61ee02946016a1d2e584cc19f83d038124ed33a6b9
5a805a62-3e62-45bf-a09b-43777e44bccb,2025-04-21 07:22:18,ids_alert,Wazuh v4.5.0,low,CEF:0|Wazuh v4.5.0|SIEM|1.0|100|ids_alert|low| desc=Wazuh Alert: Cloud API Abuse detected from 87.238.234.1 targeting 10.220.173.214 MITRE Technique: T1547.001 | Associated Threat Actor: Scattered Spider,"{'geo_location': 'Belize', 'device_hash': '45d30a4e9aecddd3807b1a83731c9a52502a34afb5f4f556772605de900138dd', 'user_agent': 'Opera/8.26.(X11; Linux x86_64; hr-HR) Presto/2.9.176 Version/11.00', 'session_id': '087a539c-e134-454e-be72-8425e6f210fa', 'risk_score': 46.96, 'confidence': 0.64}",,,,,,MITRE Technique: T1547.001 | Associated Threat Actor: Scattered Spider,Wazuh Alert: Cloud API Abuse detected from 87.238.234.1 targeting 10.220.173.214 MITRE Technique: T1547.001 | Associated Threat Actor: Scattered Spider,,,,,87.238.234.1,10.220.173.214,Cloud API Abuse,SIG-2902,Policy,,,,,,,,,,,,,"{'geo_location': 'Belize', 'device_hash': '45d30a4e9aecddd3807b1a83731c9a52502a34afb5f4f556772605de900138dd', 'user_agent': 'Opera/8.26.(X11; Linux x86_64; hr-HR) Presto/2.9.176 Version/11.00', 'session_id': '087a539c-e134-454e-be72-8425e6f210fa', 'risk_score': 46.96, 'confidence': 0.64}",45d30a4e9aecddd3807b1a83731c9a52502a34afb5f4f556772605de900138dd
74ee0681-5a0b-4075-9deb-d3371405520b,2022-02-12 04:26:08,ids_alert,Splunk v9.0.2,low,CEF:0|Splunk v9.0.2|SIEM|1.0|100|ids_alert|low| desc=Splunk Alert: Brute Force detected from 10.44.246.124 targeting 26.136.152.178 No additional info,"{'geo_location': 'Moldova', 'device_hash': '18249c9470f5a753ec35e65f28f7c3eb', 'user_agent': 'Mozilla/5.0 (iPhone; CPU iPhone OS 3_2_2 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/24.0.885.0 Mobile/25S639 Safari/532.2', 'session_id': '14d3ea61-2907-467d-b32b-e1f259cd0704', 'risk_score': 37.7, 'confidence': 0.13}",,,,,,No additional info,Splunk Alert: Brute Force detected from 10.44.246.124 targeting 26.136.152.178 No additional info,,,,,10.44.246.124,26.136.152.178,Brute Force,SIG-8521,Evasion,,,,,,,,,,,,,"{'geo_location': 'Moldova', 'device_hash': '18249c9470f5a753ec35e65f28f7c3eb', 'user_agent': 'Mozilla/5.0 (iPhone; CPU iPhone OS 3_2_2 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/24.0.885.0 Mobile/25S639 Safari/532.2', 'session_id': '14d3ea61-2907-467d-b32b-e1f259cd0704', 'risk_score': 37.7, 'confidence': 0.13}",18249c9470f5a753ec35e65f28f7c3eb
65d8156b-9a0a-489f-bd31-0a6891347fb0,2025-05-14 02:26:21,ids_alert,Suricata v6.0.10,emergency,CEF:0|Suricata v6.0.10|SIEM|1.0|100|ids_alert|emergency| desc=Suricata Alert: MFA Bypass detected from 38.235.18.216 targeting 26.148.44.160 No additional info,"{'geo_location': 'Saint Helena', 'device_hash': '279f50345c7e828b07b1b95356ea4b84c747e357fd94221240ef232bbb492f96', 'user_agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/49.0.838.0 Safari/531.2', 'session_id': '493ae143-e23a-459b-853d-c240ee9ab58c', 'risk_score': 69.08, 'confidence': 0.41}",,,,,,No additional info,Suricata Alert: MFA Bypass detected from 38.235.18.216 targeting 26.148.44.160 No additional info,,,,,38.235.18.216,26.148.44.160,MFA Bypass,SIG-5875,Recon,,,,,,,,,,,,,"{'geo_location': 'Saint Helena', 'device_hash': '279f50345c7e828b07b1b95356ea4b84c747e357fd94221240ef232bbb492f96', 'user_agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/49.0.838.0 Safari/531.2', 'session_id': '493ae143-e23a-459b-853d-c240ee9ab58c', 'risk_score': 69.08, 'confidence': 0.41}",279f50345c7e828b07b1b95356ea4b84c747e357fd94221240ef232bbb492f96
c6954844-25ae-4578-96e1-8ccef90f7866,2025-05-19 14:28:09,ids_alert,Tanium v7.4.0,critical,CEF:0|Tanium v7.4.0|SIEM|1.0|100|ids_alert|critical| desc=Tanium Alert: Credential Stuffing detected from 142.154.182.54 targeting N/A No additional info,"{'geo_location': 'Croatia', 'device_hash': '5d23789c96eb0fb51d5bfb615b26c0cc0420f4d4', 'user_agent': 'Mozilla/5.0 (Windows CE) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/45.0.859.0 Safari/532.2', 'session_id': '73fced73-3b75-403e-af45-f704db76fe7b', 'risk_score': 45.52, 'confidence': 0.8}",,,,,,No additional info,Tanium Alert: Credential Stuffing detected from 142.154.182.54 targeting N/A No additional info,"{'baseline_deviation': 1.96, 'entropy': 6.71, 'frequency_anomaly': True, 'sequence_anomaly': False}",,,,142.154.182.54,,Credential Stuffing,SIG-3869,Policy,,,,,,,,,,,,,"{'geo_location': 'Croatia', 'device_hash': '5d23789c96eb0fb51d5bfb615b26c0cc0420f4d4', 'user_agent': 'Mozilla/5.0 (Windows CE) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/45.0.859.0 Safari/532.2', 'session_id': '73fced73-3b75-403e-af45-f704db76fe7b', 'risk_score': 45.52, 'confidence': 0.8}",5d23789c96eb0fb51d5bfb615b26c0cc0420f4d4
