event_id,timestamp,host,user,event_type,anomaly_score,is_anom
116,2025-01-01 00:01:56,host_2,user_2,cluster_1,0.43593287467956543,False
117,2025-01-01 00:01:57,host_2,user_2,cluster_1,0.43593287467956543,False
118,2025-01-01 00:01:58,host_2,user_2,cluster_1,0.43593287467956543,False
119,2025-01-01 00:01:59,host_2,user_2,cluster_1,0.43593287467956543,False
120,2025-01-01 00:02:00,host_2,user_2,cluster_1,0.43593287467956543,False
121,2025-01-01 00:02:01,host_2,user_2,cluster_1,0.43593287467956543,False
122,2025-01-01 00:02:02,host_2,user_2,cluster_1,0.43593287467956543,False
123,2025-01-01 00:02:03,host_2,user_2,cluster_1,0.43593287467956543,False
124,2025-01-01 00:02:04,host_2,user_2,cluster_1,0.43593287467956543,False
125,2025-01-01 00:02:05,host_2,user_2,cluster_1,0.43593287467956543,False
126,2025-01-01 00:02:06,host_2,user_2,cluster_1,0.43593287467956543,False
127,2025-01-01 00:02:07,host_2,user_2,cluster_1,0.43593287467956543,False
128,2025-01-01 00:02:08,host_2,user_2,cluster_1,0.43593287467956543,False
129,2025-01-01 00:02:09,host_2,user_2,cluster_1,0.43593287467956543,False
130,2025-01-01 00:02:10,host_2,user_2,cluster_1,0.43593287467956543,False
131,2025-01-01 00:02:11,host_2,user_2,cluster_1,0.43593287467956543,False
132,2025-01-01 00:02:12,host_2,user_2,cluster_1,0.43593287467956543,False
133,2025-01-01 00:02:13,host_2,user_2,cluster_1,0.43593287467956543,False
134,2025-01-01 00:02:14,host_2,user_2,cluster_1,0.43593287467956543,False
135,2025-01-01 00:02:15,host_2,user_2,cluster_1,0.43593287467956543,False
136,2025-01-01 00:02:16,host_2,user_2,cluster_1,0.43593287467956543,False
137,2025-01-01 00:02:17,host_2,user_2,cluster_1,0.43593287467956543,False
138,2025-01-01 00:02:18,host_2,user_2,cluster_1,0.43593287467956543,False
139,2025-01-01 00:02:19,host_2,user_2,cluster_1,0.43593287467956543,False
140,2025-01-01 00:02:20,host_2,user_2,cluster_1,0.43593287467956543,False
141,2025-01-01 00:02:21,host_2,user_2,cluster_1,0.43593287467956543,False
142,2025-01-01 00:02:22,host_2,user_2,cluster_1,0.43593287467956543,False
143,2025-01-01 00:02:23,host_2,user_2,cluster_1,0.43593287467956543,False
144,2025-01-01 00:02:24,host_2,user_2,cluster_1,0.43593287467956543,False
145,2025-01-01 00:02:25,host_2,user_2,cluster_1,0.43593287467956543,False
146,2025-01-01 00:02:26,host_2,user_2,cluster_1,0.43593287467956543,False
147,2025-01-01 00:02:27,host_2,user_2,cluster_1,0.43593287467956543,False
148,2025-01-01 00:02:28,host_2,user_2,cluster_1,0.43593287467956543,False
149,2025-01-01 00:02:29,host_2,user_2,cluster_1,0.43593287467956543,False
150,2025-01-01 00:02:30,host_3,user_0,cluster_223,0.43875741958618164,False
151,2025-01-01 00:02:31,host_3,user_0,cluster_1,0.43875741958618164,False
152,2025-01-01 00:02:32,host_3,user_0,cluster_1,0.43875741958618164,False
153,2025-01-01 00:02:33,host_3,user_0,cluster_1,0.43875741958618164,False
154,2025-01-01 00:02:34,host_3,user_0,cluster_1,0.43875741958618164,False
155,2025-01-01 00:02:35,host_3,user_0,cluster_1,0.43875741958618164,False
156,2025-01-01 00:02:36,host_3,user_0,cluster_1,0.43875741958618164,False
157,2025-01-01 00:02:37,host_3,user_0,cluster_1,0.43875741958618164,False
158,2025-01-01 00:02:38,host_3,user_0,cluster_1,0.43875741958618164,False
159,2025-01-01 00:02:39,host_3,user_0,cluster_1,0.43875741958618164,False
160,2025-01-01 00:02:40,host_3,user_0,cluster_1,0.43875741958618164,False
161,2025-01-01 00:02:41,host_3,user_0,cluster_1,0.43875741958618164,False
162,2025-01-01 00:02:42,host_3,user_0,cluster_1,0.43875741958618164,False
163,2025-01-01 00:02:43,host_3,user_0,cluster_1,0.43875741958618164,False
164,2025-01-01 00:02:44,host_3,user_0,cluster_1,0.43875741958618164,False
165,2025-01-01 00:02:45,host_3,user_0,cluster_1,0.43875741958618164,False
166,2025-01-01 00:02:46,host_3,user_0,cluster_1,0.43875741958618164,False
167,2025-01-01 00:02:47,host_3,user_0,cluster_1,0.43875741958618164,False
168,2025-01-01 00:02:48,host_3,user_0,cluster_1,0.43875741958618164,False
169,2025-01-01 00:02:49,host_3,user_0,cluster_1,0.43875741958618164,False
170,2025-01-01 00:02:50,host_3,user_0,cluster_1,0.43875741958618164,False
171,2025-01-01 00:02:51,host_3,user_0,cluster_1,0.43875741958618164,False
172,2025-01-01 00:02:52,host_3,user_0,cluster_1,0.43875741958618164,False
173,2025-01-01 00:02:53,host_3,user_0,cluster_1,0.43875741958618164,False
174,2025-01-01 00:02:54,host_3,user_0,cluster_1,0.43875741958618164,False
175,2025-01-01 00:02:55,host_3,user_0,cluster_1,0.43875741958618164,False
176,2025-01-01 00:02:56,host_3,user_0,cluster_1,0.43875741958618164,False
177,2025-01-01 00:02:57,host_3,user_0,cluster_1,0.43875741958618164,False
178,2025-01-01 00:02:58,host_3,user_0,cluster_1,0.43875741958618164,False
179,2025-01-01 00:02:59,host_3,user_0,cluster_1,0.43875741958618164,False
180,2025-01-01 00:03:00,host_3,user_0,cluster_1,0.43875741958618164,False
181,2025-01-01 00:03:01,host_3,user_0,cluster_1,0.43875741958618164,False
182,2025-01-01 00:03:02,host_3,user_0,cluster_1,0.43875741958618164,False
183,2025-01-01 00:03:03,host_3,user_0,cluster_1,0.43875741958618164,False
184,2025-01-01 00:03:04,host_3,user_0,cluster_1,0.43875741958618164,False
185,2025-01-01 00:03:05,host_3,user_0,cluster_1,0.43875741958618164,False
186,2025-01-01 00:03:06,host_3,user_0,cluster_1,0.43875741958618164,False
187,2025-01-01 00:03:07,host_3,user_0,cluster_1,0.43875741958618164,False
188,2025-01-01 00:03:08,host_3,user_0,cluster_1,0.43875741958618164,False
189,2025-01-01 00:03:09,host_3,user_0,cluster_1,0.43875741958618164,False
190,2025-01-01 00:03:10,host_3,user_0,cluster_1,0.43875741958618164,False
191,2025-01-01 00:03:11,host_3,user_0,cluster_1,0.43875741958618164,False
192,2025-01-01 00:03:12,host_3,user_0,cluster_1,0.43875741958618164,False
193,2025-01-01 00:03:13,host_3,user_0,cluster_1,0.43875741958618164,False
194,2025-01-01 00:03:14,host_3,user_0,cluster_1,0.43875741958618164,False
195,2025-01-01 00:03:15,host_3,user_0,cluster_1,0.43875741958618164,False
196,2025-01-01 00:03:16,host_3,user_0,cluster_1,0.43875741958618164,False
197,2025-01-01 00:03:17,host_3,user_0,cluster_1,0.43875741958618164,False
198,2025-01-01 00:03:18,host_3,user_0,cluster_1,0.43875741958618164,False
199,2025-01-01 00:03:19,host_3,user_0,cluster_1,0.43875741958618164,False
200,2025-01-01 00:03:20,host_4,user_1,cluster_241,0.4324241280555725,False
201,2025-01-01 00:03:21,host_4,user_1,cluster_1,0.4324241280555725,False
202,2025-01-01 00:03:22,host_4,user_1,cluster_1,0.4324241280555725,False
203,2025-01-01 00:03:23,host_4,user_1,cluster_1,0.4324241280555725,False
204,2025-01-01 00:03:24,host_4,user_1,cluster_1,0.4324241280555725,False
205,2025-01-01 00:03:25,host_4,user_1,cluster_1,0.4324241280555725,False
206,2025-01-01 00:03:26,host_4,user_1,cluster_1,0.4324241280555725,False
207,2025-01-01 00:03:27,host_4,user_1,cluster_1,0.4324241280555725,False
208,2025-01-01 00:03:28,host_4,user_1,cluster_1,0.4324241280555725,False
209,2025-01-01 00:03:29,host_4,user_1,cluster_1,0.4324241280555725,False
210,2025-01-01 00:03:30,host_4,user_1,cluster_1,0.4324241280555725,False
211,2025-01-01 00:03:31,host_4,user_1,cluster_1,0.4324241280555725,False
212,2025-01-01 00:03:32,host_4,user_1,cluster_1,0.4324241280555725,False
213,2025-01-01 00:03:33,host_4,user_1,cluster_1,0.4324241280555725,False
214,2025-01-01 00:03:34,host_4,user_1,cluster_1,0.4324241280555725,False
215,2025-01-01 00:03:35,host_4,user_1,cluster_1,0.4324241280555725,False
216,2025-01-01 00:03:36,host_4,user_1,cluster_1,0.4324241280555725,False
217,2025-01-01 00:03:37,host_4,user_1,cluster_1,0.4324241280555725,False
218,2025-01-01 00:03:38,host_4,user_1,cluster_1,0.4324241280555725,False
219,2025-01-01 00:03:39,host_4,user_1,cluster_1,0.4324241280555725,False
220,2025-01-01 00:03:40,host_4,user_1,cluster_1,0.4324241280555725,False
221,2025-01-01 00:03:41,host_4,user_1,cluster_1,0.4324241280555725,False
222,2025-01-01 00:03:42,host_4,user_1,cluster_1,0.4324241280555725,False
223,2025-01-01 00:03:43,host_4,user_1,cluster_1,0.4324241280555725,False
224,2025-01-01 00:03:44,host_4,user_1,cluster_1,0.4324241280555725,False
225,2025-01-01 00:03:45,host_4,user_1,cluster_1,0.4324241280555725,False
226,2025-01-01 00:03:46,host_4,user_1,cluster_1,0.4324241280555725,False
227,2025-01-01 00:03:47,host_4,user_1,cluster_1,0.4324241280555725,False
228,2025-01-01 00:03:48,host_4,user_1,cluster_1,0.4324241280555725,False
229,2025-01-01 00:03:49,host_4,user_1,cluster_1,0.4324241280555725,False
230,2025-01-01 00:03:50,host_4,user_1,cluster_1,0.4324241280555725,False
231,2025-01-01 00:03:51,host_4,user_1,cluster_1,0.4324241280555725,False
232,2025-01-01 00:03:52,host_4,user_1,cluster_1,0.4324241280555725,False
233,2025-01-01 00:03:53,host_4,user_1,cluster_1,0.4324241280555725,False
234,2025-01-01 00:03:54,host_4,user_1,cluster_1,0.4324241280555725,False
235,2025-01-01 00:03:55,host_4,user_1,cluster_1,0.4324241280555725,False
236,2025-01-01 00:03:56,host_4,user_1,cluster_1,0.4324241280555725,False
237,2025-01-01 00:03:57,host_4,user_1,cluster_1,0.4324241280555725,False
238,2025-01-01 00:03:58,host_4,user_1,cluster_1,0.4324241280555725,False
239,2025-01-01 00:03:59,host_4,user_1,cluster_1,0.4324241280555725,False
240,2025-01-01 00:04:00,host_4,user_1,cluster_1,0.4324241280555725,False
241,2025-01-01 00:04:01,host_4,user_1,cluster_1,0.4324241280555725,False
242,2025-01-01 00:04:02,host_4,user_1,cluster_1,0.4324241280555725,False
243,2025-01-01 00:04:03,host_4,user_1,cluster_1,0.4324241280555725,False
244,2025-01-01 00:04:04,host_4,user_1,cluster_1,0.4324241280555725,False
245,2025-01-01 00:04:05,host_4,user_1,cluster_1,0.4324241280555725,False
246,2025-01-01 00:04:06,host_4,user_1,cluster_1,0.4324241280555725,False
247,2025-01-01 00:04:07,host_4,user_1,cluster_1,0.4324241280555725,False
248,2025-01-01 00:04:08,host_4,user_1,cluster_1,0.4324241280555725,False
249,2025-01-01 00:04:09,host_4,user_1,cluster_1,0.4324241280555725,False
250,2025-01-01 00:04:10,host_0,user_2,cluster_241,0.4324241280555725,False
251,2025-01-01 00:04:11,host_0,user_2,cluster_1,0.4324241280555725,False
252,2025-01-01 00:04:12,host_0,user_2,cluster_1,0.4324241280555725,False
253,2025-01-01 00:04:13,host_0,user_2,cluster_1,0.4324241280555725,False
254,2025-01-01 00:04:14,host_0,user_2,cluster_1,0.4324241280555725,False
255,2025-01-01 00:04:15,host_0,user_2,cluster_1,0.4324241280555725,False
256,2025-01-01 00:04:16,host_0,user_2,cluster_1,0.4324241280555725,False
257,2025-01-01 00:04:17,host_0,user_2,cluster_1,0.4324241280555725,False
258,2025-01-01 00:04:18,host_0,user_2,cluster_1,0.4324241280555725,False
259,2025-01-01 00:04:19,host_0,user_2,cluster_1,0.4324241280555725,False
260,2025-01-01 00:04:20,host_0,user_2,cluster_1,0.4324241280555725,False
261,2025-01-01 00:04:21,host_0,user_2,cluster_1,0.4324241280555725,False
262,2025-01-01 00:04:22,host_0,user_2,cluster_1,0.4324241280555725,False
263,2025-01-01 00:04:23,host_0,user_2,cluster_1,0.4324241280555725,False
264,2025-01-01 00:04:24,host_0,user_2,cluster_1,0.4324241280555725,False
265,2025-01-01 00:04:25,host_0,user_2,cluster_1,0.4324241280555725,False
266,2025-01-01 00:04:26,host_0,user_2,cluster_1,0.4324241280555725,False
267,2025-01-01 00:04:27,host_0,user_2,cluster_1,0.4324241280555725,False
268,2025-01-01 00:04:28,host_0,user_2,cluster_1,0.4324241280555725,False
269,2025-01-01 00:04:29,host_0,user_2,cluster_1,0.4324241280555725,False
270,2025-01-01 00:04:30,host_0,user_2,cluster_1,0.4324241280555725,False
271,2025-01-01 00:04:31,host_0,user_2,cluster_1,0.4324241280555725,False
272,2025-01-01 00:04:32,host_0,user_2,cluster_1,0.4324241280555725,False
273,2025-01-01 00:04:33,host_0,user_2,cluster_1,0.4324241280555725,False
274,2025-01-01 00:04:34,host_0,user_2,cluster_1,0.4324241280555725,False
275,2025-01-01 00:04:35,host_0,user_2,cluster_1,0.4324241280555725,False
276,2025-01-01 00:04:36,host_0,user_2,cluster_1,0.4324241280555725,False
277,2025-01-01 00:04:37,host_0,user_2,cluster_1,0.4324241280555725,False
278,2025-01-01 00:04:38,host_0,user_2,cluster_1,0.4324241280555725,False
279,2025-01-01 00:04:39,host_0,user_2,cluster_1,0.4324241280555725,False
280,2025-01-01 00:04:40,host_0,user_2,cluster_1,0.4324241280555725,False
281,2025-01-01 00:04:41,host_0,user_2,cluster_1,0.4324241280555725,False
282,2025-01-01 00:04:42,host_0,user_2,cluster_1,0.4324241280555725,False
283,2025-01-01 00:04:43,host_0,user_2,cluster_1,0.4324241280555725,False
284,2025-01-01 00:04:44,host_0,user_2,cluster_1,0.4324241280555725,False
285,2025-01-01 00:04:45,host_0,user_2,cluster_1,0.4324241280555725,False
286,2025-01-01 00:04:46,host_0,user_2,cluster_1,0.4324241280555725,False
287,2025-01-01 00:04:47,host_0,user_2,cluster_1,0.4324241280555725,False
288,2025-01-01 00:04:48,host_0,user_2,cluster_1,0.4324241280555725,False
289,2025-01-01 00:04:49,host_0,user_2,cluster_1,0.4324241280555725,False
290,2025-01-01 00:04:50,host_0,user_2,cluster_1,0.4324241280555725,False
291,2025-01-01 00:04:51,host_0,user_2,cluster_1,0.4324241280555725,False
292,2025-01-01 00:04:52,host_0,user_2,cluster_1,0.4324241280555725,False
293,2025-01-01 00:04:53,host_0,user_2,cluster_1,0.4324241280555725,False
294,2025-01-01 00:04:54,host_0,user_2,cluster_1,0.4324241280555725,False
295,2025-01-01 00:04:55,host_0,user_2,cluster_1,0.4324241280555725,False
296,2025-01-01 00:04:56,host_0,user_2,cluster_1,0.4324241280555725,False
297,2025-01-01 00:04:57,host_0,user_2,cluster_1,0.4324241280555725,False
298,2025-01-01 00:04:58,host_0,user_2,cluster_1,0.4324241280555725,False
299,2025-01-01 00:04:59,host_0,user_2,cluster_1,0.4324241280555725,False
300,2025-01-01 00:05:00,host_1,user_0,cluster_96,0.43868380784988403,False
301,2025-01-01 00:05:01,host_1,user_0,cluster_1,0.43868380784988403,False
302,2025-01-01 00:05:02,host_1,user_0,cluster_1,0.43868380784988403,False
303,2025-01-01 00:05:03,host_1,user_0,cluster_1,0.43868380784988403,False
304,2025-01-01 00:05:04,host_1,user_0,cluster_1,0.43868380784988403,False
305,2025-01-01 00:05:05,host_1,user_0,cluster_1,0.43868380784988403,False
306,2025-01-01 00:05:06,host_1,user_0,cluster_1,0.43868380784988403,False
307,2025-01-01 00:05:07,host_1,user_0,cluster_1,0.43868380784988403,False
308,2025-01-01 00:05:08,host_1,user_0,cluster_1,0.43868380784988403,False
309,2025-01-01 00:05:09,host_1,user_0,cluster_1,0.43868380784988403,False
310,2025-01-01 00:05:10,host_1,user_0,cluster_1,0.43868380784988403,False
311,2025-01-01 00:05:11,host_1,user_0,cluster_1,0.43868380784988403,False
312,2025-01-01 00:05:12,host_1,user_0,cluster_1,0.43868380784988403,False
313,2025-01-01 00:05:13,host_1,user_0,cluster_1,0.43868380784988403,False
314,2025-01-01 00:05:14,host_1,user_0,cluster_1,0.43868380784988403,False
315,2025-01-01 00:05:15,host_1,user_0,cluster_1,0.43868380784988403,False
316,2025-01-01 00:05:16,host_1,user_0,cluster_1,0.43868380784988403,False
317,2025-01-01 00:05:17,host_1,user_0,cluster_1,0.43868380784988403,False
318,2025-01-01 00:05:18,host_1,user_0,cluster_1,0.43868380784988403,False
319,2025-01-01 00:05:19,host_1,user_0,cluster_1,0.43868380784988403,False
320,2025-01-01 00:05:20,host_1,user_0,cluster_1,0.43868380784988403,False
321,2025-01-01 00:05:21,host_1,user_0,cluster_1,0.43868380784988403,False
322,2025-01-01 00:05:22,host_1,user_0,cluster_1,0.43868380784988403,False
323,2025-01-01 00:05:23,host_1,user_0,cluster_1,0.43868380784988403,False
324,2025-01-01 00:05:24,host_1,user_0,cluster_1,0.43868380784988403,False
325,2025-01-01 00:05:25,host_1,user_0,cluster_1,0.43868380784988403,False
326,2025-01-01 00:05:26,host_1,user_0,cluster_1,0.43868380784988403,False
327,2025-01-01 00:05:27,host_1,user_0,cluster_1,0.43868380784988403,False
328,2025-01-01 00:05:28,host_1,user_0,cluster_1,0.43868380784988403,False
329,2025-01-01 00:05:29,host_1,user_0,cluster_1,0.43868380784988403,False
330,2025-01-01 00:05:30,host_1,user_0,cluster_1,0.43868380784988403,False
331,2025-01-01 00:05:31,host_1,user_0,cluster_1,0.43868380784988403,False
332,2025-01-01 00:05:32,host_1,user_0,cluster_1,0.43868380784988403,False
333,2025-01-01 00:05:33,host_1,user_0,cluster_1,0.43868380784988403,False
334,2025-01-01 00:05:34,host_1,user_0,cluster_1,0.43868380784988403,False
335,2025-01-01 00:05:35,host_1,user_0,cluster_1,0.43868380784988403,False
336,2025-01-01 00:05:36,host_1,user_0,cluster_1,0.43868380784988403,False
337,2025-01-01 00:05:37,host_1,user_0,cluster_1,0.43868380784988403,False
338,2025-01-01 00:05:38,host_1,user_0,cluster_1,0.43868380784988403,False
339,2025-01-01 00:05:39,host_1,user_0,cluster_1,0.43868380784988403,False
340,2025-01-01 00:05:40,host_1,user_0,cluster_1,0.43868380784988403,False
341,2025-01-01 00:05:41,host_1,user_0,cluster_1,0.43868380784988403,False
342,2025-01-01 00:05:42,host_1,user_0,cluster_1,0.43868380784988403,False
343,2025-01-01 00:05:43,host_1,user_0,cluster_1,0.43868380784988403,False
344,2025-01-01 00:05:44,host_1,user_0,cluster_1,0.43868380784988403,False
345,2025-01-01 00:05:45,host_1,user_0,cluster_1,0.43868380784988403,False
346,2025-01-01 00:05:46,host_1,user_0,cluster_1,0.43868380784988403,False
347,2025-01-01 00:05:47,host_1,user_0,cluster_1,0.43868380784988403,False
348,2025-01-01 00:05:48,host_1,user_0,cluster_1,0.43868380784988403,False
